bin_left,bin_right,count,ratio
0.0,0.05,422,0.1569356638155448
0.05,0.1,314,0.11677203421346226
0.1,0.15000000000000002,1950,0.7251766455931573
0.15000000000000002,0.2,2,0.0007437709185570844
0.2,0.25,0,0.0
0.25,0.30000000000000004,0,0.0
0.30000000000000004,0.35000000000000003,0,0.0
0.35000000000000003,0.4,0,0.0
0.4,0.45,0,0.0
0.45,0.5,0,0.0
0.5,0.55,0,0.0
0.55,0.6000000000000001,0,0.0
0.6000000000000001,0.65,0,0.0
0.65,0.7000000000000001,0,0.0
0.7000000000000001,0.75,0,0.0
0.75,0.8,0,0.0
0.8,0.8500000000000001,0,0.0
0.8500000000000001,0.9,0,0.0
0.9,0.9500000000000001,0,0.0
0.9500000000000001,1.0,0,0.0
1.0,1.05,0,0.0
1.05,1.1,0,0.0
1.1,1.1500000000000001,0,0.0
1.1500000000000001,1.2000000000000002,0,0.0
1.2000000000000002,1.25,0,0.0
1.25,1.3,0,0.0
1.3,1.35,0,0.0
1.35,1.4000000000000001,0,0.0
1.4000000000000001,1.4500000000000002,0,0.0
1.4500000000000002,1.5,1,0.0003718854592785422
